campus_id,uid,school,campus,address,province,city,round1_category,round2_status,current_gap,round1_reason,round2_reason,round2_blocked_attempted,round2_blocked_unlock,attempted_sources,last_reviewed
PROFILE2905_0,4233050559,宁波幼儿师范高等专科学校,杭州湾校区,宁波市前湾新区金慈路316号,浙江省,宁波市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,金慈路316号在政府文本中始终被写作“前湾新区/宁波杭州湾新区”（功能区）；唯一涉及该路法定归属的慈溪市民政局地名批复，正文不含“金慈路”字面（仅在标题与附件中），附件对每条道路均写“位于宁波杭州湾新区”，因此不存在“法定区名 + 金慈路(316号)”同句可逐字引用的证据。,浙江省政务搜索（jpaas-jsearch，websiteid=330000000000/330200000000/330282000000）对“金慈路316号”“金慈路”“宁波幼儿师范高等专科学校”全量检索；“金慈路316号”全省仅1条（前湾新区管委会，无有法定区）；慈溪市民政局地名批复正文及其附件《慈溪市标准地名命名、更名表》（已下载解析，全部道路均写“位于宁波杭州湾新区”）；慈溪市城乡公交线路信息；宁波前湾新区管委会公告。均未取得“法定区名+金慈路316号”同句可逐字引用文本。,需要一份政府/官方来源把“慈溪市”（或“余姚市”）与“金慈路316号”（或“金慈路”）写入同一条可逐字引用的句子，例如前湾新区管委会或慈溪市的校区土地划拨/规划许可公示、事业单位法人登记住所、门牌（地名）批准公告，或慈溪市某区级部门对该门牌实体的行政检查/许可记录。,浙江省政务搜索 search.zj.gov.cn/api-gateway/jpaas-jsearch-web-server/interface/search/app/info，websiteid=330000000000 / 330200000000 / 330282000000，查询“金慈路316号”“金慈路”“宁波幼儿师范高等专科学校”“宁波幼儿师范高等专科学校 杭州湾校区”; http://www.cixi.gov.cn/art/2019/4/15/art_1229041651_363488.html （慈溪市民政局地名批复，正文不出现金慈路字面）; http://www.cixi.gov.cn/cms_files/jcms1/web3462/site/attach/0/5865ebfae88a4497812def701204a8c4.doc （附件《慈溪市标准地名命名、更名表》已下载并解析，全部道路条目均写位于宁波杭州湾新区）; http://www.cixi.gov.cn/art/2023/6/27/art_1229734252_59175231.html （慈溪市城乡公交线路信息，含金慈路站点但无同句法定区）; http://www.qianwan.gov.cn/art/2023/12/8/art_1229707902_59018175.html （前湾新区管委会，含宁波幼儿师范高等专科学校内，金慈路316号）,2026-09-12
PROFILE2914_0,4141014352,鹤壁汽车工程职业学院,淇滨校区,河南省鹤壁市职教园区,河南省,鹤壁市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,official,,,http://www.hbqcxy.com/aboutus.html?con=1 — FOUND：官网《学院简介》「学院位于河南省鹤壁市淇滨区职教园区，有淇滨(北)和朝歌(南)两个校区。」; http://www.hbqcxy.com/ — 首页页脚仍只写「河南省鹤壁市职教园区」(与记录一致，无区); http://www.hbqcxy.com/aboutus.html?con=5 、/news.html?slug=gsdt — 同一页脚模板，无区; https://zhaosheng.hbqcxy.com/ — 招生信息网，未见含法定区原文; http://search.ccgp.gov.cn/bxsearch?kw=鹤壁汽车工程职业学院 — 0 条(复述上轮); https://so.toutiao.com/search?keyword=鹤壁汽车工程职业学院 淇滨校区 淇滨区 — 未命中,2026-09-12
PROFILE2928_0,4137014346,山东海事职业学院,南区,潍坊市滨海经济技术开发区科教创新园区智慧南二街1000号,山东省,潍坊市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,「智慧南二街1000号」在潍坊市/寒亭区政府公开全文中无与法定区县名同现的桥接原文；学校官方仅写滨海经济技术开发区科教创新园区（功能区）。,山东海事职业学院官网招生章程（2026）页码核查：智慧南二街1000号 / 科教创新园区；irscode.py 对 www.weifang.gov.cn / www.hanting.gov.cn 抓取 IRS code → None；toutiao 搜索式：山东海事职业学院 智慧南二街1000号 寒亭区 → 仅商业门址/地图 POI（weifang.city8.com，指向成贤路，货不对板）；博雅地名网 370703 央子街道区划代码（第三方推断，禁用）。,需要载明「智慧南二街1000号」+ 法定区县的政府/官方原文，例如：潍坊市自然资源局或寒亭区人民政府的用地/规划/环评公示、山东省政府采购或公共资源交易公告中该校区完整法定地址。,山东海事职业学院官网 2026 招生章程（智慧南二街1000号）; https://weifang.city8.com 门址页（商业 POI，禁用）; 博雅地名网 370703 央子街道区划代码（第三方推断，禁用）; irscode.py weifang / hanting → None; toutiao: 山东海事职业学院 智慧南二街1000号 寒亭区,2026-09-12
PROFILE2928_1,4137014346,山东海事职业学院,北区,潍坊滨海经济技术开发区智慧北二街00999号,山东省,潍坊市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,「智慧北二街00999号」在潍坊市/寒亭区政府公开全文中无与法定区县名同现的桥接原文；学校 2026 招生章程仅写滨海经济开发区地址。,山东海事职业学院官网招生章程（2026）页码核查：潍坊滨海经济开发区智慧北二街00999号；irscode.py 对 www.weifang.gov.cn / www.hanting.gov.cn 抓取 IRS code → None（无标准 IRS 端点）；toutiao 搜索式：山东海事职业学院 智慧北二街00999号 寒亭区 → 仅 weifang.city8.com 「潍坊市寒亭区成贤路 山东海事职业学院」POI 页（禁用）；博雅地名网 区划代码 370703（央子街道）→ 第三方功能区→区推断，禁用。,需要载明「智慧北二街00999号」+ 法定区县的政府/官方原文，例如：潍坊市自然资源局或寒亭区人民政府的用地/规划/环评公示、山东省政府采购或公共资源交易公告中该校（该校区）的完整地址、潍坊滨海经济技术开发区管委会文件中注明所属法定行政区。,山东海事职业学院官网 2026 招生章程（智慧北二街00999号）; https://weifang.city8.com 门址页（商业 POI，禁用）; 博雅地名网 370703 央子街道区划代码（第三方推断，禁用）; irscode.py weifang / hanting → None; toutiao: 山东海事职业学院 智慧北二街00999号 寒亭区,2026-09-12
PROFILE297_0,4144010578,韩山师范学院,校本部,广东省潮州市区桥东,广东省,潮州市,A 上一轮独立复核未通过,HARD-BLOCKED,yes,独立复核要求降级人工复审（引文/地址挂钩未达 verified 门槛）,复核通过但未过机器门禁: 引文挂不到本条地址/校区名 '校本部'（该记录地址 '广东省潮州市区桥东' 无路名，需：地址连续片段≥6字 / ≥3位门牌 / 或校区名核心与法定区同句）,,,https://www.chaozhou.gov.cn/zwgk/szfgz/sjyj/bmwj/content/mpost_3836209.html（潮州市教育局《关于开展2023年潮州市普通话水平测试的通知》，逐字含「测试地点：韩山师范学院（湘桥区桥东东山路）」）; http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202609/t20260902_27251879.htm（中国政府采购网公开招标公告，采购单位地址「潮州市湘桥区桥东」，其单元格排版不构成逐字引文）; https://www.chaozhou.gov.cn/zwgk/zwdt/bmdt/content/mpost_3919635.html、https://www.chaozhou.gov.cn/ywdt/czyw/content/mpost_3871202.html（潮州市政府网其他含「韩山师范学院」页面，无「校本部/桥东」）; https://www.hstc.edu.cn/（官网 HTTP 412 JS 反爬，未绕行、未用作证据）; so.toutiao.com 检索「韩山师范学院 湘桥区 桥东 地址」「韩山师范学院 校本部 湘桥区 地址」,2026-09-12
PROFILE298_1,4144010576,韶关学院,黄田坝校区,广东省韶关市惠民北路64号韶关学院,广东省,韶关市,E 无权威来源,RESOLVED,no,no_authoritative_source,official,,,https://www.sgu.edu.cn/sygk/xxzc.htm 《学校章程》→ 200，第四条逐字「黄田坝校区位于韶关市武江区惠民北路64号」（命中）; https://www.sgu.edu.cn/sygk/xxjj.htm 学校简介（仅列校区名与校本部浈江区地址）; https://search.gd.gov.cn/search/all/2?keywords=惠民北路64号 → 0 结果; https://search.gd.gov.cn/search/all/2?keywords=韶关学院黄田坝校区 → 0 结果; https://so.toutiao.com/search?keyword=韶关学院 招生章程 黄田坝 武江区 → 第三方称武江区，作为线索指向学校章程,2026-09-12
PROFILE3067_1,4141012582,河南水利与环境职业学院,航空港校区,郑州航空港经济综合实验区双鹤湖片区梅河路与工业十一路交汇处,河南省,郑州市,C 地址冲突,HARD-BLOCKED,yes,conflicting_address,可读到的全部来源（校方招生网、校方主站、新区建设网、中国政府采购网）对航空港校区都只写功能区「郑州航空港经济综合实验区」；该功能区跨新郑市/中牟县/管城回族区，无法定区来源可落。,"1) https://zs.hwec.edu.cn/ → 「航空港校区地址：郑州航空港经济综合实验区双鹤湖片区梅河路266号」（功能区）；2) https://www.hwec.edu.cn/index.htm 与 https://xxqjs.hwec.edu.cn/index.htm → 页脚仅「学校地址：郑州市花园路136号」；3) toutiao 检索「河南水利与环境职业学院 航空港校区 地址 郑州航空港经济综合实验区」「河南水利与环境职业学院 航空港校区 划拨用地 宗地 公示」「""梅河路"" ""工业十一路"" 郑州航空港」→ 只有幸福里（绿地香湖湾=航空港区双鹤湖梅河路）、百科（双鹤湖中央公园=郑州市航空港区）、以及郑州航空港区官网关于「郑州联创智造产业园」的报道（双鹤二街以东、梅河路以西、工业十一路以北，无区名）；4) 中国政府采购网（上一轮）采购人地址=航空港经济综合实验区双鹤湖片区工业十一路与双鹤一街交叉口（功能区）。",需要郑州航空港经济综合实验区管委会或郑州市自然资源和规划局航空港区分局的划拨/出让宗地公示、规划许可，写清「梅河路（或工业十一路）」地段所属法定行政区（新郑市/中牟县/管城回族区）；或河南省教育厅、河南省水利厅带法定区的校区地址文件。,https://zs.hwec.edu.cn/ → 「航空港校区地址：郑州航空港经济综合实验区双鹤湖片区梅河路266号」（仅功能区）; https://www.hwec.edu.cn/index.htm → 页脚「学校地址：郑州市花园路136号」; https://xxqjs.hwec.edu.cn/index.htm → 页脚「学校地址：郑州市花园路136号」，无航空港校区法定区; http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202608/t20260817_27148130.htm（上一轮）→ 金水区花园路136号（花园路校区，非本条）; toutiao 检索「郑州航空港经济综合实验区 双鹤湖 新郑市 梅河路」→ 仅房产/百科/区官网报道（均无区名）,2026-09-12
PROFILE3098_0,4241050709,平顶山职业技术学院,新校区,河南省平顶山市城乡一体化示范区长安大道西段（郑万高铁平顶山站西侧）,河南省,平顶山市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,「长安大道西段」在平顶山市政府/新华区/湛河区政府公开全文中无可检索的同现桥接原文；学校官方页面统一使用功能区「城乡一体化示范区」表述。,https://www.pdszy.edu.cn/xygk/xyjj.htm 学院简介（原文：地处平顶山市城乡一体化示范区长安大道西段；footer 地址同）；https://www.pdszy.edu.cn/xygk/xygh.htm 校园规划（footer 地址：城乡一体化示范区长安大道西段）；https://www.pdszy.edu.cn/xygk/xyfg.htm 校园风光（footer 同）；平顶山市政府门户全文检索 /utils/search.html（JS-only，无可提取 API）；toutiao 搜索式：平顶山职业技术学院 长安大道西段 新华区 → 仅校方宝丰校区磋商公告与导航页，无法定区桥接。,需要出现「长安大道西段」与法定区县名同现的政府/官方原文，例如：平顶山市自然资源局或新华区/湛河区人民政府关于该新校区的用地/规划许可/不动产登记公示、河南省教育厅高校设置备案文件载明完整法定地址。,https://www.pdszy.edu.cn/xygk/xyjj.htm; https://www.pdszy.edu.cn/xygk/xygh.htm; https://www.pdszy.edu.cn/xygk/xyfg.htm; https://www.pdszy.edu.cn/ 首页; 平顶山市政府门户 /utils/search.html（JS-only）; toutiao: 平顶山职业技术学院 长安大道西段 新华区,2026-09-12
PROFILE3115_1,4134014330,合肥幼儿师范高等专科学校,少荃湖校区,安徽省合肥市新站高新区文忠路2299号,安徽省,合肥市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,门牌「文忠路2299号」只与功能区「新站高新区」同现；同区域内他单位区名写法互相矛盾（「合肥市新站区学林路1509号」「合肥市瑶海区岱河路682号」「合肥市新站高新区学林路1100号」并存），不能据此断定本门牌法定区。按红线不得翻译功能区，也不得用同校另一校区（学林路1100号·瑶海区）覆盖本校区。,1) 校方主页页脚 https://www.hfpec.edu.cn/cs1.htm →「少荃湖校区地址：安徽省合肥市新站高新区文忠路2299号」；2) 招生网联系我们 https://zsb.hfpec.edu.cn/lxwm.htm → 同文；3) 招生简章 https://zsb.hfpec.edu.cn/zsjz/gkzs.htm → 同文；4) ggzy.hefei.gov.cn API wd=文忠路2299号 → 1 条采购意向仍写「新站高新区」；wd=少荃湖校区 → 该校记录采购人地址「合肥市瑶海区学林路1100号」（另一校区）；5) http://www.hfrc.net/click.php?id=9574 考点表 → 同表「合肥市新站区学林路1509号」「合肥市瑶海区岱河路682号」「合肥市新站高新区学林路1100号」并存，区名标注互相矛盾；6) 头条检索「文忠路2299号 瑶海区」→ 无写法定区的官方页面。,需一份把「文忠路2299号」或「少荃湖校区」与法定区（瑶海区）逐字并列的政府或校方原文，例如合肥市/瑶海区政府的用地、规划、消防验收或学校名录文档，或安徽省教育厅文件中带法定区的地址列。,https://www.hfpec.edu.cn/cs1.htm → 页脚仅「新站高新区文忠路2299号」; https://zsb.hfpec.edu.cn/lxwm.htm → 仅「新站高新区文忠路2299号」; https://zsb.hfpec.edu.cn/zsjz/gkzs.htm → 仅「新站高新区文忠路2299号」; ggzy.hefei.gov.cn API wd=文忠路2299号 / wd=少荃湖校区 → 功能区 / 另一校区（学林路1100号·瑶海区）; http://www.hfrc.net/click.php?id=9574 → 同表文忠路/学林路一带区名标注互相矛盾,2026-09-12
PROFILE314_0,4134010370,安徽师范大学,赭山校区,安徽省芜湖市北京中路2号,安徽省,芜湖市,E 无权威来源,RESOLVED,no,no_authoritative_source,government,,,http://m.ahjjjc.gov.cn/p/121918.html （正文含「镜湖区北京中路2号赭山校区综合楼东门北侧」）; https://www.ahnu.edu.cn/info/1104/110940.htm （校方官网同文）; https://zsxx.ahnu.edu.cn/info/1042/4233.htm （2026本科招生章程：「安徽省芜湖市北京中路2号（赭山校区）」无区名）; sogou 检索「安徽师范大学 赭山校区 镜湖区 北京中路2号」,2026-09-12
PROFILE314_1,4134010370,安徽师范大学,天门山校区,安徽省芜湖市九华北路171号,安徽省,芜湖市,E 无权威来源,RESOLVED,no,no_authoritative_source,government,,,http://m.ahjjjc.gov.cn/p/121918.html （安徽纪检监察网·巡视巡察，正文含「鸠江区九华北路171号安徽师范大学天门山校区」）; https://www.ahnu.edu.cn/info/1104/110940.htm （校方官网同文）; sogou 检索「安徽师范大学 天门山校区 鸠江区 九华北路171号」; https://zsxx.ahnu.edu.cn/info/1042/4233.htm （2026本科招生章程，仅「芜湖市九华北路171号（天门山校区）」，无区名）,2026-09-12
PROFILE3154_0,4162014517,甘肃卫生职业学院,新区校区,甘肃省兰州市新区职教园区九龙江街1666号,甘肃省,兰州市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,government,,,https://www.ghx.gov.cn/ghx/zwgk/bmxzxx/bm/ghxwsjkj/fdzdgknr/ylws/art/2025/art_62c0e653bcf14be2b0a6c94f8a340ae1.html （广河县人民政府转发：考场安排表逐字含「甘肃卫生职业学院（新区校区） 兰州市皋兰县九龙江街1666号」）; https://www.ghx.gov.cn/ghx/zfxxgk/fdzdgknr/zdmsxx/ylws/art/2025/art_0f5d761488764d3395aa379821852e09.html （同文另一发布路径，本条复核逐字一致）; http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202609/t20260907_27280206.htm （复核：采购人地址只写「甘肃省兰州新区职教园区九龙江街1666号」，无县名，仅作对照）; https://www.gsvemc.com/zjyq.htm （职教园区「省统建三校一区」含甘肃卫生职业学院，无县区）,2026-09-12
PROFILE316_1,4134010363,安徽工程大学,国际工程师学院校区,安徽省芜湖市经济技术开发区赤铸山东路100号,安徽省,芜湖市,A 上一轮独立复核未通过,HARD-BLOCKED,yes,独立复核要求降级人工复审（引文/地址挂钩未达 verified 门槛）,记录地址为「安徽省芜湖市经济技术开发区赤铸山东路100号」，「经济技术开发区」系功能区，不能据此判定法定县区。唯一逐字同址（赤铸山东路100号）的来源是学校官网（ahpu.edu.cn）页脚「国际工程师学院 地址：安徽省芜湖市赤铸山东路100号」，但该句不含任何法定区，达不到 official 级（有门牌却无区）。全部已查政府来源中，无一条把「鸠江区」与「赤铸山东路100号」配对。官网公网安备号 34020702000311（340207=鸠江区）只是网站备案，不是校区证据，红线禁止据以判定。上一轮合肥公共资源交易平台出现的「鸠江区清水街道安徽工程大学国际工程师学院校区…」属校区名挂钩，而本记,1) 学校官网 ahpu.edu.cn 全站检索校区的区级标注——页脚只给「安徽省芜湖市赤铸山东路100号」，无区；2) 芜湖市政府门户站内检索（/site/search/6787231，仅 newMedia API，结果非服务端渲染）与鸠江区政府站（jjq.gov.cn 全路径 404/nginx）均未获可用搜索后端；3) 芜湖市/鸠江区 TRS jsearchfront 检索端点探测失败（404/首页回退）；4) 今日头条搜索「鸠江区消防救援大队 安徽工程大学」「安徽工程大学 国际工程师学院 鸠江区 赤铸山东路100号」，仅返回鸠江区政府首页、安徽师大附外城东校区等无关结果；5) 沿用天津成功模式的火调「双随机、一公开」抽查公示线索，核验后未出现该校。,需要出现一份政府/教育主管部门或学校自身文件，把法定区「鸠江区」与门牌「赤铸山东路100号」写在同一句/同一单元格内（如芜湖市教育局或鸠江区教育局的办学许可/年检/消防「双随机」公示、安徽省教育厅高校设置/招生公告中的校区地址栏，或学校官网改版后在校区地址前补出「鸠江区」）。若未来能取得该校《办学许可证》或事业单位登记地址，亦可直接解锁。,https://www.ahpu.edu.cn/; http://www.wuhu.gov.cn/; http://www.jjq.gov.cn/; https://so.toutiao.com/search?keyword=鸠江区消防救援大队 安徽工程大学; https://so.toutiao.com/search?keyword=安徽工程大学 国际工程师学院 鸠江区 赤铸山东路100号; http://www.wuhu.gov.cn/site/search/6787231,2026-09-12
PROFILE3204_2,4151014514,成都工业职业技术学院,高新校区,四川省成都市高新区府城大道西段769号,四川省,成都市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,法定区原文缺失：①中国政府采购网（政府源）中采购单位「成都工业职业技术学院」的全部公告地址一律为「成都市天府新区（成都片区）正兴街道大安路818号」（天府校区），检索中无「府城大道西段769号」、无「高新校区」地址条目；②精确门牌反查「府城大道西段769号」在 ccgp 命中 0 条；③校方官网 https://www.cdivtc.edu.cn/ 页脚只有「地址：四川天府新区大安路818号」，「高新校区」仅出现在采购标题中无地址；④第三方（成都市司法局「法治成都」2018 考点公告）与 POI 写「成都市高新区府城大道西段769号」，仍是功能区口径，且属商业/非权威或非本校区地址。,1) 中国政府采购网关键词「成都工业职业技术学院」抓取 25 份公告逐份扫描（采购单位地址全部 天府新区正兴街道大安路818号）；2) ccgp 精确门牌反查「府城大道西段769号」→ 0 条命中；3) https://www.cdivtc.edu.cn/ 官网页脚与全文；https://zsw.cdivtc.edu.cn/（HTTP 000 不可达）；4) 头条检索「府城大道西段769号」「成都工业职业技术学院 高新校区 府城大道西段769号 武侯区」（仅得距离相近的另一校「成都职业技术学院(高新校区) 武侯区高新区天益街83号」，非同校同址，不可用）。,需「武侯区 + 府城大道西段769号」同句的权威原文：如成都市/武侯区 财政或规划部门文件、政府采购公告中写出法定区的采购人（高新校区）地址、学校自身写法定区的校区地址页，或该校区用地/房产的政府登记公示。,中国政府采购网 ccgp 关键词「成都工业职业技术学院」逐份公告扫描（采购单位地址一律 成都市天府新区（成都片区）正兴街道大安路818号）; ccgp 精确门牌反查「府城大道西段769号」→ 0 announcements; https://www.cdivtc.edu.cn/（页脚：地址：四川天府新区大安路818号）; https://zsw.cdivtc.edu.cn/（HTTP 000）; https://so.toutiao.com/search?keyword=成都工业职业技术学院 府城大道西段769号 武侯区,2026-09-12
PROFILE3230_0,4132014493,南通师范高等专科学校,开发区校区,江苏省南通市经济技术开发区育贤路2号,江苏省,南通市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,「育贤路2号」在官方来源中只与「南通经济开发区/南通经济技术开发区」同现，无任何逐字法定区；对开发区全文检索 96 条采购人地址一律写功能区；同页出现的「崇川区」只是中标供应商注册地（钟秀街道人民中路230号），与本校区无关，不得挪用。,1) 校方 https://www.ntnc.edu.cn/ 与 https://gzc.ntnc.edu.cn/ 页脚 →「南通经济开发区育贤路2号」；2) https://xgc.ntnc.edu.cn/2022/1001/c609a21227/page.htm →「开发区校区：南通经济技术开发区育贤路2号 南大门」；3) 南通市教育局官网 http://jyj.nantong.gov.cn/ntsjyj/zbcg/content/d107ed3c-166e-45b7-a40b-a77d46e5f574.html → 采购人地址「江苏省南通经济技术开发区育贤路2号」；4) 南通市政府 https://www.nantong.gov.cn/ntsrmzf/gggs/content/a3ef28a7-1943-4176-85db-a715cfcb73dc.html 与开发区管委会 https://www.netda.gov.cn/ntjjkfqrmzf/yqfk/content/c8afbc67-ebc3-4fbc-a17d-04122ef52ebe.html →「南通市经济技术开发区育贤路2号」；5) https://search.ccgp.gov.cn/bxsearch?kw=南通经济技术开发区 → 96 条均写功能区；kw=育贤路 → 0 条；6) 头条检索「育贤路2号 崇川,需一份把「育贤路2号」与法定区（崇川区，或通州区）逐字并列的政府或校方原文，例如南通市/崇川区政府的不动产、规划、教育用地或学校名录文档，或南通市教育局文件中的带区地址列。,https://www.ntnc.edu.cn/ → 页脚「地址：南通经济开发区育贤路2号 邮编：226010」; https://gzc.ntnc.edu.cn/ 与 https://xgc.ntnc.edu.cn/2022/1001/c609a21227/page.htm → 均「南通经济技术开发区育贤路2号」; http://jyj.nantong.gov.cn/ntsjyj/zbcg/content/d107ed3c-166e-45b7-a40b-a77d46e5f574.html → 市教育局招标页，仅功能区; https://www.nantong.gov.cn/ntsrmzf/gggs/content/a3ef28a7-1943-4176-85db-a715cfcb73dc.html 与 https://www.netda.gov.cn/ntjjkfqrmzf/yqfk/content/c8afbc67-ebc3-4fbc-a17d-04122ef52ebe.html 疫情通告 → 仅功能区; https://search.ccgp.gov.cn/bxsearch?kw=南通经济技术开发区 / kw=育贤路 → 96/0 条，无崇川区/通州区,2026-09-12
PROFILE323_1,4131010276,华东政法大学,松江校区,上海市松江大学园区龙源路555号,上海市,上海市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,official,,,https://isfl.ecupl.edu.cn/ → 页脚逐字『<p>地址：上海市松江区龙源路555号华东政法大学明实楼国际金融法律学院</p><p>邮编：201620</p>』; https://www.shmeea.edu.cn/page/08000/20170420/8315.html → 政府（上海市教育考试院）同址『华东政法大学 松江区龙源路555号 57090318』,2026-09-12
PROFILE3253_0,4136014537,江西师范高等专科学校,办学地点（档案未命名）,江西省鹰潭市信江新区滨江东路1号,江西省,鹰潭市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,校官网逐字含门牌但与法定区无关；「信江新区→月湖区」的区级映射虽来自政府来源，但既不含路名也不含门牌，无法与记录的「滨江东路1号」挂钩；第三方地图的「月湖区滨江东路」为红线禁用来源。故无法定区可落。,1) 校官网页脚 curl 实抓（GBK 处理）；2) 信江新区管委会站实抓并排查「新区概况」类页面；3) 已提交的 zone→district 映射库比对（功能区级，无地址）；4) Toutiao 精确短语「滨江东路1号」及与「月湖区」组合检索多页。,需要鹰潭市政府/月湖区政府/信江新区管委会文件把「滨江东路1号」与法定区同句写出（如自然资源与规划局供地/不动产登记、月湖区政府公告或建设项目审批含该门牌并写月湖区），或校方改用带法定区的地址。否则不可解。,"http://www.jxsfgz.com/ (页脚「地址：江西省鹰潭市信江新区滨江东路1号 邮政编码：335000」无区); http://xjxq.yingtan.gov.cn/ (信江新区管委会站，GBK 解码后未见归属表述); data/zone-district-mappings.jsonl 条目 ZONE-JX-YINGTAN-XINJIANG (信江新区→月湖区，来源 https://www.hukou.gov.cn/nyncj/fdzdgknr/ssjd/202204/P020220418663809680358.pdf)——功能区级映射，无滨江东路; https://so.toutiao.com/search?keyword=""滨江东路1号"" 江西师范高等专科学校 (无含法定区的官方同句); https://so.toutiao.com/search?keyword=""滨江东路1号"" 月湖区 (仅 city8 第三方「鹰潭市月湖区滨江东路(鹰潭恒大绿洲)」与月湖区核酸点公告，均非本校门牌同句)",2026-09-12
PROFILE3289_0,4162014594,兰州现代职业学院,办学地点（档案未命名）,甘肃省兰州新区职教园区（兰州新区九龙江街500号）,甘肃省,兰州市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,门牌/路名可对上（九龙江街500号），但法定县名从未与该校地址同句出现；功能区名「兰州新区」不可当法定区。,https://www.lzmvc.edu.cn/xyzc/list.htm（学院章程）；https://www.lzmvc.edu.cn/31/list.htm（联系我们）；https://www.lzmvc.edu.cn/ 同源全站爬取（「皋兰县」命中均为无关活动稿）；站内搜索接口 https://www.lzmvc.edu.cn/_web/_search/api/search/new.rst?keyword=皋兰县 返回 HTTP 403；皋兰县政府站检索 https://www.lanzhou.gov.cn/jrobot/search.do?webid=16&q=九龙江街500号 → 「抱歉，没有找到…」；https://so.toutiao.com/search?keyword=兰州现代职业学院 皋兰县 只有征兵公告联系人串（无地址、无行政归属句）。,需要出现「皋兰县」+「九龙江街500号」的校方或政府原文，例如兰州现代职业学院招标公告、兰州市/皋兰县政府学校名录或教育部门批复文件。,https://www.lzmvc.edu.cn/xyzc/list.htm; https://www.lzmvc.edu.cn/31/list.htm; https://www.lzmvc.edu.cn/; https://www.lanzhou.gov.cn/jrobot/search.do?webid=16&q=九龙江街500号; https://so.toutiao.com/search?keyword=兰州现代职业学院 皋兰县,2026-09-13
PROFILE3292_0,4262051378,甘肃财贸职业学院,兰州新区职教园校区,甘肃省兰州市兰州新区职教园区海河街766号,甘肃省,兰州市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,门牌「海河街766号」在校方官网与甘南人社邀请函中均逐字出现，但均写功能区「兰州新区职教园区」；「皋兰县」出现的文本（如兰州新区官网「皋兰县西岔、水阜6镇」、兰州市政府网「皋兰县——西岔镇文曲社区」）与该校地址不同句，属跨文档推断，未达门槛。,1) 校方 https://www.gscmxy.edu.cn/ 与 https://www.gscmxy.edu.cn/info/1010/4182.htm （官网地址只写功能区；环评公示页正文为图片不可取文本）；2) 搜狗微信『甘肃财贸职业学院 海河街766号 皋兰』：仅「甘南人社」邀请函「甘肃财贸职业学院（兰州市兰州新区职教园区海河街766号）」，无县名；3) 搜狗微信『甘肃财贸职业学院 皋兰县 考点』：仅「甘肃省教育厅」手机报与自媒体的考点/项目清单（考点≠校址），无校址法定区原文；4) http://www.lzxq.gov.cn/system/2024/08/08/031044586.shtml 、 http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （皋兰县辖西岔镇，属间接）；5) https://www.lanzhou.gov.cn/jrobot/search.do?q=海河街（无命中）。,需皋兰县政府、兰州市教育局或甘肃省教育厅等官方原文把「海河街766号」与「皋兰县」写入同句（如同类考试考点表/事业单位登记/消防验收），或该校法人登记地址载明法定县区。,搜狗微信『甘肃财贸职业学院 海河街766号 皋兰』：仅「甘南人社」邀请函「甘肃财贸职业学院（兰州市兰州新区职教园区海河街766号）」，功能区无县名; https://www.gscmxy.edu.cn/ 与 https://www.gscmxy.edu.cn/info/1010/4182.htm （官网地址只写功能区；环评公示正文为图片）; 搜狗微信『甘肃财贸职业学院 皋兰县 考点』：仅甘肃省教育厅手机报第645期与自媒体考点清单，无为校址法定区原文; http://www.lzxq.gov.cn/system/2024/08/08/031044586.shtml （兰州新区官网：皋兰县西岔、水阜6镇）; http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （兰州市政府网：皋兰县——西岔镇文曲社区）,2026-09-13
PROFILE330_1,4161010698,西安交通大学,雁塔校区,西安市朱雀大街205号,陕西省,西安市,A 上一轮独立复核未通过,RESOLVED,no,独立复核要求降级人工复审（引文/地址挂钩未达 verified 门槛）,official,,,http://www.collegian-health.xjtu.edu.cn/info/1042/1172.htm (西安交通大学医院，雁塔区朱雀大街205号); https://www.xjtu.edu.cn/ 学校简介/校区联系; 西安市雁塔区人民政府 相关页面,2026-09-12
